Albums,Bio,Born,Born In,Dies,Listeners,Period,Similar Composers,Tags,Top Songs,composer,wiki
"[""Carl Ditters von Dittersdorf - DITTERSDORF: Sinfonias on Ovid's Metamorphoses, Nos. 4 - 6"", ""Carl Ditters von Dittersdorf - DITTERSDORF: Sinfonias on Ovid's Metamorphoses, Nos. 1 - 3"", ""Carl Ditters von Dittersdorf - Dittersdorf: Sinfonias On Ovid's Metamorphoses,  Nos. 4 - 6"", 'Carl Ditters von Dittersdorf - DITTERSDORF: Sinfonias', 'Carl Ditters von Dittersdorf - Dittersdorf: String Quartets Nos. 2 and 6 / String Quintets Nos. 3 and 6']","August Carl Ditters von Dittersdorf (1739–1799) was an Austrian composer and violinist.  He was born on 2nd November 1739 in Vienna as Carl Ditters. His father was a military tailor, serving in Austrian Imperial Army of Karl VI, in a number of German-speaking regiments. Having retired successfully from his martial obligations, he was provided with Royal Letters of Reference and a sinecure with the Imperial Theatre. In 1745, the six-year-old August <a href=""https://www.last.fm/music/Carl+Ditters+von+Dittersdorf"">Read more on Last.fm</a>",2 November 1739,"Wien, Austria",24 October 1799 (aged 59),16062,Classical,"['Giovanni Battista Sammartini', 'Johann Baptist Vanhal', 'Johan Svendsen', 'Juan Crisóstomo de Arriaga', 'Franz Danzi']",[],"['Carl Ditters von Dittersdorf - Symphony No. 4 in F major, ""Die Rettung der Andromeda durch Perseus"" (The Rescuing of Andromeda by Perseus): I. Adagio non molto', 'Carl Ditters von Dittersdorf - Symphony No. 4 in F Major, ""Die Rettung der Andromeda durch Perseus"" (The Rescuing of Andromeda by Perseus): II. Presto', 'Carl Ditters von Dittersdorf - Symphony No. 4 in F Major, ""Die Rettung der Andromeda durch Perseus"" (The Rescuing of Andromeda by Perseus): III. Larghetto', 'Carl Ditters von Dittersdorf - Symphony No. 4 in F Major, ""Die Rettung der Andromeda durch Perseus"" (The Rescuing of Andromeda by Perseus): IV. Finale: Vivace - Tempo di minuetto', 'Carl Ditters von Dittersdorf - Symphony No. 1 in C major, ""Die 4 Weltalter"" (The 4 Ages of the World): I. Larghetto', 'Carl Ditters von Dittersdorf - III. Minuetto: Moderato', 'Carl Ditters von Dittersdorf - Symphony No. 4 in F Major, ""Die Rettung der Andromeda durch Perseus"" (The Rescuing of Andromeda by', 'Carl Ditters von Dittersdorf - II. Presto', 'Carl Ditters von Dittersdorf - Allegro', 'Carl Ditters von Dittersdorf - String Quintet No. 3 in C major: I. Allegro molto']",Carl Ditters von Dittersdorf,/wiki/Carl_Ditters_von_Dittersdorf
"['Michael Haydn - Trumpet Recital: Friedrich, Reinhold - Hummel, J.N. / Haydn, M. / Haydn, F.J. / Mozart, L.', 'Michael Haydn - Haydn, M.: Hochzeit Auf Der Alm (Die) / Der Bassgeiger Zu Worgl', 'Michael Haydn - Classical Trombone Concertos', 'Michael Haydn - London Mozart Players, Michael Haydn: Symphonies', 'Michael Haydn - Haydn, M.: Sacred Choral Music']","Michael Haydn (1737-1806) was an Austrian composer of the classical period.  Haydn was born on 14th September 1737 in the Austrian village of Rohrau near the Hungarian border. Michael Haydn, like his brother Joseph, was a chorister at St Stephen's in Vienna. Shortly after leaving the choir-school, he was appointed Kapellmeister at Großwardein and later, in 1762, at Salzburg. The latter office he held for forty-three years, during which time he wrote over 360 compositions for the church and much instrumental music. <a href=""https://www.last.fm/music/Michael+Haydn"">Read more on Last.fm</a>",14 September 1737,"Rohrau, Niederösterreich, Austria",10 August 1806 (aged 68),32796,Classical,"['Carl Stamitz', 'Pietro Antonio Locatelli', 'Johann Nepomuk Hummel', 'Johann Friedrich Fasch', 'Antonio Salieri']",[],"['Michael Haydn - I. Adagio', 'Michael Haydn - Ave Regina caelorum', 'Michael Haydn - Andantino', 'Michael Haydn - Andante', 'Michael Haydn - III. Presto', 'Michael Haydn - II. Allegro molto', ""Michael Haydn - Aria: Wie? Was, ich soll heut' ubernachten (Bartl)"", 'Michael Haydn - Aria a 5: Wo wahre Treue die Herzen verstrickt (Selinde, Dorinda, Polidor, Roderich, Menalkas)', 'Michael Haydn - Symphony In B Flat Major, MH 82 (P 9)', 'Michael Haydn - Aria: Du Mehlhund! Pack dich fort (Liesl)']",Michael Haydn,/wiki/Michael_Haydn
"['Josef Mysliveček - Haydn & Mysliveček Cello Concertos', 'Josef Mysliveček - Myslivecek: Symphonies in C Major / A Major / F Major / D Major / B-Flat Major / G Major', 'Josef Mysliveček - Myslivecek: Symphonies', 'Josef Mysliveček - Myslivecek, J.: Symphonies / Violin Concertos', 'Josef Mysliveček - Six Sonatas for Two Cellos and Bass']","Josef Mysliveček (March 9, 1737 – February 4, 1781), nicknamed ""Il divino Boemo"" (The Divine Czech) was a Czech composer in the Galant tradition. He was born in Prague, one of twins who were sons of a prosperous mill owner, and studied philosophy at the university there before following in the footsteps of his father. The enthusiastic reception in Prague of a series of six symphonies in 1762 encouraged him to give up his studies in favour of music; <a href=""https://www.last.fm/music/+noredirect/Josef+Myslive%C4%8Dek"">Read more on Last.fm</a>",9 March 1737,"Praha, Czech Republic",4 February 1781 (aged 43),14004,Classical,"['Johann Baptist Vanhal', 'Franz Danzi', 'Francisco Mignone', 'Johann Stamitz', 'Victor Massé']",[],"['Josef Mysliveček - Cello Concerto in C Major: II. Grave', 'Josef Mysliveček - Symphony No. 4 in D Major, EvaM 10:D14: II. Andante grazioso', 'Josef Mysliveček - Sinfonia Iii C Major - Ii - Andantino', 'Josef Mysliveček - Overtures For 2 Horns, 2 Oboes And Strings / Overture No.2 In A: 2. Andante', 'Josef Mysliveček - Symphony In D Major: I. Allegro Con Spirito', 'Josef Mysliveček - Sonata III -Presto', 'Josef Mysliveček - Divertimento Fdur - I.Allegro', 'Josef Mysliveček - Keyboard Concerto No. 2 in F Major: II. Larghetto', 'Josef Mysliveček - Sinfonia III C major - I - Allegro assai', 'Josef Mysliveček - 6 Easy Divertimentos: No. 2 in A Major. Allegro ma non troppo']",Josef Mysliveček,/wiki/Josef_Myslive%C4%8Dek
"['Johann Christian Bach - BACH, J.C.: Sinfonias, Vol.  4', 'Johann Christian Bach - Bach, J.C.: Sinfonias, Vol. 1', 'Johann Christian Bach - BACH, J.C.: Sinfonias, Vol.  1', 'Johann Christian Bach - Johann Christian Bach: Symphonies', 'Johann Christian Bach - BACH, J.C.: Sinfonias, Vol.  3']","Johann Christian Bach (1735–1782) was a composer of the Classical era, the eleventh and youngest son of Johann Sebastian Bach. He is sometimes referred to as 'the London Bach' or 'the English Bach', because of the time he spent living there. He is noted for influencing the concerto style of Mozart.  Johann Christian Bach was born on the 5th September 1735 to Johann Sebastian and Anna Magdalena Bach. His distinguished father was already fifty at the time of his birth <a href=""https://www.last.fm/music/Johann+Christian+Bach"">Read more on Last.fm</a>",5 September 1735,"Leipzig, Sachsen, Germany",1 January 1782 (aged 46),31918,Classical,"['William Boyce', 'Michael Haydn', 'Carl Stamitz', 'Pietro Antonio Locatelli', 'Georg Matthias Monn']",[],"['Johann Christian Bach - Symphony in D Major, Op. 3, No. 1, W. C1: II. Andante', 'Johann Christian Bach - III. Allegro', 'Johann Christian Bach - Allegro con spirito', 'Johann Christian Bach - III. Tempo di Minuetto', 'Johann Christian Bach - Symphony in G minor, Op. 6, No. 6, W. C12: I. Allegro', 'Johann Christian Bach - III. Tempo de menuetto', 'Johann Christian Bach - Symphony For Orchestra ""No. 7"" In G Major, Op. 6/1, CW C7ab (T. 264/1) (2 Versions)', 'Johann Christian Bach - Symphony For Orchestra ""No. 4"" In B Flat Major, Op. 3/4, CW C4a (T. 263/2)', 'Johann Christian Bach - Symphony For Double Orchestra ""No. 26"" In E Flat Major, Op. 18/1, CW C26 (T. 269/4)', 'Johann Christian Bach - III. Rondo: Presto']",Johann Christian Bach,/wiki/Johann_Christian_Bach
"['Johann Schobert - Schobert: Quartet, Trios, Sonatas', 'Johann Schobert - (null)', 'Johann Schobert - Schobert: The 4 Sonatas, Op.16', 'Johann Schobert - Schobert : 4 quatuors pour clavecin, 2 violons et basse', 'Johann Schobert - Piano Classics from the World of Jane Austen']","Johann Schobert (ca. 1720, 1735 or 1740 – 28 August 1767) was a composer and harpsichordist. His date and place of birth are disputed. Some sources say he was born in 1735 in Schlesien, Austria; others have him from Silesia, as suggested by Friedrich Melchior von Grimm, or from Nuremberg, as claimed by Christian Schubart in his autobiography. The date of Schobert's birth is given variously as about 1720, about 1735, or about 1740.  In 1760, Schobert moved to Paris where he served in the household of Louis François I de Bourbon <a href=""https://www.last.fm/music/Johann+Schobert"">Read more on Last.fm</a>",1720,,28 August 1767 (aged 47),791,Classical,"['Carl Friedrich Abel', 'Antonio Soler', 'Francois-Joseph Gossec', 'Luigi Cherubini', 'Johann Christian Bach']",[],"['Johann Schobert - Quatuor en fa mineur, Op. 7, No. 2: I. Andante', 'Johann Schobert - Quatuor en fa mineur, Op. 7, No. 2: Quatuor en fa mineur, Op. 7, No. 2: I. Andante', 'Johann Schobert - ""Menuetto"" from Op 9, No. 2', 'Johann Schobert - Trio en Fa majeur, Op. 14, No. 4: Trio en Fa majeur, Op. 14, No. 4: I. Andante', 'Johann Schobert - Quatuor en fa mineur, Op. 7, No. 2: II. Menuetto', 'Johann Schobert - Quatuor en fa mineur, Op. 7, No. 2: Quatuor en fa mineur, Op. 7, No. 2: II. Menuetto', 'Johann Schobert - Sonate en ré mineur, Op. 14, No. 4: I. Allegro assai', 'Johann Schobert - Trio en Si bémol majeur, Op. 16, No. 1: Trio en Si bémol majeur, Op. 16, No. 1: I. Andante', 'Johann Schobert - Quatuor en fa mineur, Op. 7, No. 2: Quatuor en fa mineur, Op. 7, No. 2: III. Allegro', 'Johann Schobert - Trio en Si bémol majeur, Op. 16, No. 1: Trio en Si bémol majeur, Op. 16, No. 1: II. Menuetto']",Johann Schobert,/wiki/Johann_Schobert
"['François-Joseph Gossec - (null)', 'François-Joseph Gossec - London Mozart Players, Gossec: Symphonies', 'François-Joseph Gossec - Con Amore', 'François-Joseph Gossec - Northern Chamber Orchestra, Franz Ignaz Beck: Symphonies', 'François-Joseph Gossec - Lugano Radio Orchestra, Gossec: Grande Messe des Morts / Symphonie à 17 par']","François-Joseph Gossec (January 17, 1734 — February 16, 1829) was a Belgian composer of operas, string quartets, symphonies, and choral works who worked in France.  His albums were uploaded to Francois-Joseph Gossec  The son of a small farmer, Gossec was born at the village of Vergnies, in Belgian Hainaut. Showing an early taste for music, he became a choir-boy in Antwerp. He went to Paris in 1751 and was taken on by the great composer, Jean-Philippe Rameau. <a href=""https://www.last.fm/music/Fran%C3%A7ois-Joseph+Gossec"">Read more on Last.fm</a>",17 January 1734,"Froidchapelle, Hainaut, Wallonie, Belgium",16 February 1829 (aged 95),682,Classical,"['François Devienne', 'Carlos Baguer', 'Joseph Joachim Raff', 'Ignaz Pleyel', 'François-André Danican Philidor']",[],"['François-Joseph Gossec - Sinfonie F-Dur Op.12 Nr.6', 'François-Joseph Gossec - Gavotte', 'François-Joseph Gossec - Anglaise, Le Ranz des Vaches und Valsque aus ""Le Triomphe de la République""', 'François-Joseph Gossec - Symphonie concertante du ballet de ""Mirza""', 'François-Joseph Gossec - Sinfonie Es-Dur op. 5 Nr. 2', 'François-Joseph Gossec - Gavotte D-Dur', 'François-Joseph Gossec - Hans-Martin Linde - Sinfonie In B Flat Major, Op.6, No.6 - I. Allegro Molto', 'François-Joseph Gossec - Gavotte In D Major', 'François-Joseph Gossec - Sinfonie D-Dur op. 5 Nr. 3 ""Pastorella""', 'François-Joseph Gossec - Larghetto aus der ""Symphonie à 17 parties""']",François-Joseph Gossec,/wiki/Fran%C3%A7ois%2DJoseph_Gossec
"['Franz Joseph Haydn - London Symphonies No.99-104', 'Franz Joseph Haydn - HAYDN: Complete String Quartets', 'Franz Joseph Haydn - PERGOLESI: Stabat mater / Salve regina', 'Franz Joseph Haydn - Haydn: String Quartets Nos. 61-63', 'Franz Joseph Haydn - Haydn: Symphonies Nos. 92, 93, & 97 - 99']","Joseph Haydn (31 March or 1 April 1732–31 May 1809) was a leading composer of the Classical period, called the ""Father of the Symphony"" and ""Father of the String Quartet"".  The name ""Franz"" was not used in the composer's lifetime; scholars, along with an increasing number of music publishers and recording companies, now use the historically more accurate form of his name, rendered in English as ""Joseph Haydn"".  A life-long resident of Austria, Haydn <a href=""https://www.last.fm/music/Franz+Joseph+Haydn"">Read more on Last.fm</a>",17 January 1734,"Froidchapelle, Hainaut, Wallonie, Belgium",16 February 1829 (aged 95),666536,Classical,"['Ludwig van Beethoven', 'Wolfgang Amadeus Mozart', 'Franz Schubert', 'Johann Sebastian Bach', 'Robert Schumann']",[],"['Franz Joseph Haydn - Symphony 99 In Eb/Vivace', ""Franz Joseph Haydn - Symphony 100 In G 'military'/Minuet (Moderato) & Trio"", ""Franz Joseph Haydn - Symphony 103 In Eb 'drum Roll'/Allegro Con Spirito"", ""Franz Joseph Haydn - Symphony 103 In Eb 'drum Roll'/Andante Piu Tosto Allegretto"", ""Franz Joseph Haydn - Symphony 100 In G 'military'/Allegretto"", 'Franz Joseph Haydn - Allegro', ""Franz Joseph Haydn - Symphony 100 In G 'military'/Presto"", 'Franz Joseph Haydn - Sanctus: Nelson Mass', ""Franz Joseph Haydn - Symphony 100 In G 'military'/Adagio - Allegro"", 'Franz Joseph Haydn - Symphony 99 In Eb/Adagio']",Joseph Haydn,/wiki/Joseph_Haydn
"['Antonio Soler - Begona Uriarte, Padre Antonio Soler: Fandango', 'Antonio Soler - Padre Soler : Piano Sonatas', 'Antonio Soler - David Schrader, Qnt Hpd 1/2', 'Antonio Soler - SOLER, A.: Sonatas for Harpsichord, Vol.  6', 'Antonio Soler - Soler: Keyboard Sonatas Nos. 42-56']","Antonio Francisco Javier José Soler Ramos (baptised 3 December 1729 - 20 December 1783) was a Spanish composer.  He was born in Olot in Girona, Catalonia. He studied composition and the organ as a child, when, at age six, he entered the choir of the Monastery of Montserrat. In 1744 he was appointed organist at the cathedral in Seo de Urgel and appointed as a subdeacon there. Later in his life, he held posts as chapel master in Lleida and El Escorial. <a href=""https://www.last.fm/music/Antonio+Soler"">Read more on Last.fm</a>",3 December 1729,"Olot, Girona, Catalunya, Spain",20 December 1783 (aged 54),10199,Classical,"['Giovanni Antonio Pandolfi Mealli', 'Georg Matthias Monn', 'Georg Muffat', 'Leopold Hofmann', 'William Boyce']",[],"['Antonio Soler - Sonata No. 84 in D Major, R;413', 'Antonio Soler - Sonata For Keyboard, No 100', 'Antonio Soler - Sonata For Keyboard, No. 90 In F Sharp Major', 'Antonio Soler - Sonata For Keyboard, No 21 In C Sharp Minor', 'Antonio Soler - Sonata For Keyboard, No 24 In D Minor', 'Antonio Soler - Sonata For Keyboard, No. 84 In D Major', 'Antonio Soler - Quintet For Organ & Strings No. 3 In G Major', 'Antonio Soler - Sonata For Keyboard, No 23 In D Flat Major', 'Antonio Soler - Keyboard Sonata No. 48 in C minor', 'Antonio Soler - Sonata No. 111 in D major']",Antonio Soler,/wiki/Antonio_Soler
"['Tommaso Traetta - Che Puro Ciel: The Rise of Classical Opera', 'Tommaso Traetta - Traetta: Antigona', 'Tommaso Traetta - El Maestro Farinelli', 'Tommaso Traetta - (null)', ""Tommaso Traetta - L'Olimpiade""]","Tommaso Michele Francesco Saverio Traetta (March 30, 1727–April 6, 1779) was an Italian composer.  Traetta was born in Bitonto, a town near Bari, right down near the top of the heel of the boot of Italy. He eventually became a pupil of the composer, singer and teacher Nicola Porpora in Naples, and scored a first success with his opera Il Farnace, in Naples, in 1751. Around this time he seems too have come into contact with Niccolò Jommelli. From here on in <a href=""https://www.last.fm/music/Tommaso+Traetta"">Read more on Last.fm</a>",30 March 1727,"Bitonto, Bari, Puglia, Italy",6 April 1779 (aged 52),379,Classical,"['Niccolò Piccinni', 'Geminiano Giacomelli', 'Baldassare Galuppi', 'Riccardo Broschi', 'André-Ernest-Modeste Grétry']",[],"['Tommaso Traetta - Antigona: Aria Ah, se lo vedi piangere', 'Tommaso Traetta - Ifigenia in Tauride: Dormi Oreste!', 'Tommaso Traetta - Armida: Overture', 'Tommaso Traetta - Antigona: Aria Ah, sì, da te dipende', ""Tommaso Traetta - Le Feste d'Imeneo: Bella armonia vieni (Aria)"", ""Tommaso Traetta - L'Olimpiade, Act II: II. Che non mi disse tuoi felici"", ""Tommaso Traetta - L'Olimpiade, Act II: IV. Del forte Licida"", 'Tommaso Traetta - Antigona - Opera in Three Acts - Revised Aldo Rocchi (1908-1982): Sinfonia', 'Tommaso Traetta - Antigona - Opera in Three Acts - Revised Aldo Rocchi (1908-1982) - Act 1: Giusti numi', 'Tommaso Traetta - Antigona - Opera in Three Acts - Revised Aldo Rocchi (1908-1982) - Act 2: Ombra cara, amorosa']",Tommaso Traetta,/wiki/Tommaso_Traetta
"['François-André Danican Philidor - (null)', 'François-André Danican Philidor - 100 Best Baroque', 'François-André Danican Philidor - 100 Best Baroque - The Glory Of French Baroque (Disc 4 of 6)', 'François-André Danican Philidor - Marches, Fêtes et Chasses pour Louis XIV (La Simphonie du Marais; Hugo Reyne)', 'François-André Danican Philidor - The Glory Of French Baroque [Disc 4]']","François-André Danican Philidor (7th September 1726-31st August 1795) was a French chess player and composer. He was regarded as the best chess player of his age, although the title of World Chess Champion was not yet in existence. Philidor's book Analyse du jeu des echecs was considered a standard chess manual for at least a century. He is referred to here as André Danican Philidor, the name commonly used during his lifetime.  Philidor joined the Royal choir of Louis XV in 1732 at the age of six <a href=""https://www.last.fm/music/Fran%C3%A7ois-Andr%C3%A9+Danican+Philidor"">Read more on Last.fm</a>",7 September 1726,"Dreux, Eure-et-Loir, Centre-Val de Loire, France",31 August 1795 (aged 68),162,Classical,"['François-Joseph Gossec', 'Antoine Dauvergne', 'Georg Matthias Monn', 'André Campra', 'François Francœur']",[],"['François-André Danican Philidor - Ouvertüre zur Oper ""Tom Jones""', 'François-André Danican Philidor - Ouvertüre zur Oper ""Le maréchal ferrant""', 'François-André Danican Philidor - Air - Ernelinde, princesse de Norvège', 'François-André Danican Philidor - Marche De Triomphe Avec Des Trompettes Et Des Timbales', 'François-André Danican Philidor - Ouverture de l\'opéra ""Le maréchal ferrant""', 'François-André Danican Philidor - Overture - La Canal de Versailles', 'François-André Danican Philidor - Overture', 'François-André Danican Philidor - Charivari', 'François-André Danican Philidor - Dans ce grand jour', 'François-André Danican Philidor - Menuet']",François-André Danican Philidor,/wiki/Fran%C3%A7ois%2DAndr%C3%A9_Danican_Philidor
